"","P607 - Nº Trabajadores","P639 - Años Funcionamiento","P640 - Método Contable","P978 - Smartphones","P1010 - Ingresos ($)","P1087 - PC Escritorio","P1088 - PC Portátil","P1559 - Redes Sociales","P2524 - Acceso a Internet","P2529 - Velocidad Internet","P2532 - Página Web","SECTOR - Sector Económico"
"21238",1,"10 años o más","Otro tipo de cuentas",0,1.8e+07,0,0,"No","No",NA,"No","Comercio"
"21239",1,"10 años o más","No lleva",0,7e+05,0,0,"No","No",NA,"No","Comercio"
"21240",1,"5 a menos de 10 años","No lleva",0,2300000,0,0,"No","No",NA,"No","Comercio"
"21241",1,"10 años o más","No lleva",0,2300000,0,0,"No","No",NA,"No","Comercio"
"21242",1,"10 años o más","No lleva",0,1300000,0,0,"No","No",NA,"No","Comercio"
"21243",1,"10 años o más","No lleva",0,1500000,0,0,"No","No",NA,"No","Comercio"
"21244",1,"10 años o más","No lleva",0,2500000,0,0,"No","No",NA,"No","Comercio"
"21245",6,"10 años o más","P o G o Balance General",0,1.8e+08,1,0,"Sí","Sí","4 MB o más","Sí","Industria"
"21246",3,"3 a menos de 5 años","Otro tipo de cuentas",0,13200000,1,0,"No","Sí","Menos de 2 MB","No","Servicios"
"21247",1,"5 a menos de 10 años","Libro de registro diario",0,1e+08,0,1,"No","Sí","Menos de 2 MB","No","Servicios"
"21248",1,"3 a menos de 5 años","P o G o Balance General",0,1.2e+07,0,0,"No","No",NA,"No","Comercio"
"21249",8,"3 a menos de 5 años","Otro tipo de cuentas",0,1.2e+08,0,0,"Sí","Sí","Entre 2 y menos de 4 MB","Sí","Servicios"
"21250",2,"10 años o más","P o G o Balance General",0,8e+07,1,0,"Sí","Sí","4 MB o más","Sí","Comercio"
"21251",2,"3 a menos de 5 años","P o G o Balance General",0,1875865000,4,1,"No","Sí","4 MB o más","No","Servicios"
"21252",1,"5 a menos de 10 años","Libro de registro diario",0,3.36e+08,1,0,"No","Sí","4 MB o más","No","Comercio"
"21253",3,"5 a menos de 10 años","Libro de registro diario",0,6e+07,1,0,"Sí","Sí","4 MB o más","Sí","Comercio"
"21254",6,"5 a menos de 10 años","Libro de registro diario",0,96033000,1,0,"No","Sí","4 MB o más","No","Servicios"
"21255",6,"10 años o más","Libro de registro diario",0,97440000,0,0,"No","No",NA,"No","Servicios"
"21256",3,"10 años o más","Libro de registro diario",0,1.2e+08,1,0,"No","No",NA,"No","Servicios"
"21257",2,"10 años o más","Otro tipo de cuentas",0,1.5e+07,0,0,"No","No",NA,"No","Comercio"
"21258",4,"10 años o más","P o G o Balance General",1,94800000,1,1,"No","Sí",NA,"No","Servicios"
"21259",1,"5 a menos de 10 años","No lleva",1,1.8e+07,1,1,"No","Sí",NA,"No","Servicios"
"21260",5,"1 a menos de 3 años","Libro de registro diario",0,3.6e+08,0,0,"No","No",NA,"No","Comercio"
"21261",1,"1 a menos de 3 años","No lleva",0,2e+06,0,0,"No","No",NA,"No","Servicios"
"21262",3,"1 a menos de 3 años","Otro tipo de cuentas",0,28700000,0,0,"No","No",NA,"No","Comercio"
"21263",1,"3 a menos de 5 años","Otro tipo de cuentas",0,2.5e+07,1,0,"No","No",NA,"No","Servicios"
"21264",1,"1 a menos de 3 años","Otro tipo de cuentas",0,1.8e+07,0,0,"Sí","Sí","4 MB o más","Sí","Servicios"
"21265",3,"3 a menos de 5 años","Otro tipo de cuentas",0,4.8e+07,0,0,"No","No",NA,"No","Servicios"
"21266",2,"1 a menos de 3 años","Otro tipo de cuentas",0,1.8e+07,0,0,"No","No",NA,"No","Comercio"
"21267",1,"3 a menos de 5 años","Otro tipo de cuentas",0,10800000,0,0,"No","No",NA,"No","Comercio"
"21268",1,"10 años o más","No lleva",0,2700000,0,0,"No","No",NA,"No","Comercio"
"21269",1,"10 años o más","No lleva",0,1700000,0,0,"No","No",NA,"No","Comercio"
"21270",1,"5 a menos de 10 años","No lleva",0,4500000,0,0,"No","No",NA,"No","Comercio"
"21271",1,"3 a menos de 5 años","No lleva",0,6500000,0,0,"No","No",NA,"No","Comercio"
"21272",1,"10 años o más","Otro tipo de cuentas",0,6e+06,0,0,"No","No",NA,"No","Comercio"
"21273",1,"10 años o más","No lleva",0,4500000,0,0,"No","No",NA,"No","Comercio"
"21274",1,"10 años o más","No lleva",0,1.5e+07,0,0,"No","No",NA,"No","Comercio"
"21275",1,"10 años o más","Otro tipo de cuentas",0,16800000,0,0,"No","No",NA,"No","Comercio"
"21276",2,"10 años o más","Libro de registro diario",0,2.1e+07,0,0,"No","No",NA,"No","Comercio"
"21277",3,"10 años o más","P o G o Balance General",1,2e+08,1,0,"Sí","No",NA,"Sí","Comercio"
"21278",2,"10 años o más","Libro de registro diario",0,3e+07,1,1,"No","Sí","4 MB o más","No","Servicios"
"21279",2,"10 años o más","P o G o Balance General",0,2e+07,1,0,"No","Sí","4 MB o más","No","Servicios"
"21280",1,"10 años o más","No lleva",0,2.4e+07,0,1,"No","Sí","4 MB o más","No","Servicios"
"21281",3,"10 años o más","P o G o Balance General",1,1.08e+08,2,0,"Sí","Sí","Móvil 4G","Sí","Servicios"
"21282",2,"10 años o más","No lleva",0,6.8e+07,0,0,"No","No",NA,"No","Industria"
"21283",1,"1 a menos de 3 años","No lleva",0,6e+06,1,0,"No","Sí","4 MB o más","No","Servicios"
"21284",1,"10 años o más","Otro tipo de cuentas",0,3600000,0,0,"No","No",NA,"No","Comercio"
"21285",1,"1 a menos de 3 años","No lleva",0,1.2e+07,0,0,"No","No",NA,"No","Comercio"
"21286",1,"1 a menos de 3 años","Otro tipo de cuentas",0,2.4e+07,0,0,"No","No",NA,"No","Comercio"
"21287",1,"10 años o más","No lleva",0,6.6e+07,1,0,"No","Sí","4 MB o más","No","Servicios"
"21288",1,"1 a menos de 3 años","Libro de registro diario",0,4.8e+07,0,0,"Sí","No",NA,"Sí","Comercio"
"21289",2,"10 años o más","Otro tipo de cuentas",1,2e+07,1,0,"No","Sí","4 MB o más","No","Industria"
"21290",1,"1 a menos de 3 años","No lleva",0,6e+06,0,0,"No","No",NA,"No","Comercio"
"21291",3,"5 a menos de 10 años","Otro tipo de cuentas",0,14400000,0,0,"No","No",NA,"No","Industria"
"21292",1,"1 a menos de 3 años","No lleva",0,2e+06,0,0,"No","No",NA,"No","Servicios"
"21293",1,"5 a menos de 10 años","Otro tipo de cuentas",0,3.5e+07,0,0,"No","No",NA,"No","Comercio"
"21294",1,"5 a menos de 10 años","No lleva",0,1.8e+07,0,0,"No","No",NA,"No","Comercio"
"21295",2,"10 años o más","No lleva",0,2e+07,0,0,"No","No",NA,"No","Servicios"
"21296",1,"10 años o más","No lleva",0,1.8e+07,0,0,"No","No",NA,"No","Servicios"
"21297",3,"10 años o más","No lleva",0,3.6e+07,0,0,"No","No",NA,"No","Servicios"
"21298",1,"5 a menos de 10 años","No lleva",0,6e+06,0,0,"No","No",NA,"No","Comercio"
"21299",2,"1 a menos de 3 años","Libro de registro diario",0,6e+06,2,0,"No","Sí","4 MB o más","No","Industria"
"21300",4,"10 años o más","Otro tipo de cuentas",0,8.4e+07,3,1,"Sí","Sí","4 MB o más","Sí","Industria"
"21301",2,"10 años o más","Otro tipo de cuentas",0,2.4e+07,0,1,"Sí","Sí","4 MB o más","Sí","Industria"
"21302",3,"10 años o más","Otro tipo de cuentas",0,2.4e+07,0,0,"No","No",NA,"No","Comercio"
"21303",3,"1 a menos de 3 años","Libro de registro diario",0,1.92e+08,1,0,"Sí","Sí","4 MB o más","Sí","Comercio"
"21304",1,"3 a menos de 5 años","Otro tipo de cuentas",0,1.2e+07,0,0,"No","No",NA,"No","Industria"
"21305",1,"1 a menos de 3 años","Otro tipo de cuentas",0,6.4e+07,0,0,"Sí","No",NA,"Sí","Comercio"
"21306",1,"1 a menos de 3 años","Otro tipo de cuentas",0,1.2e+07,0,0,"No","No",NA,"No","Comercio"
"21307",1,"10 años o más","No lleva",0,6e+06,1,0,"No","Sí","4 MB o más","No","Servicios"
"21308",2,"10 años o más","No lleva",0,44500000,2,1,"No","Sí","4 MB o más","No","Servicios"
"21309",2,"5 a menos de 10 años","No lleva",0,8e+07,2,0,"No","Sí","4 MB o más","No","Servicios"
"21310",1,"5 a menos de 10 años","No lleva",0,1.8e+07,1,0,"No","No",NA,"No","Servicios"
"21311",2,"1 a menos de 3 años","Otro tipo de cuentas",0,3.2e+07,0,1,"No","Sí","4 MB o más","No","Servicios"
"21312",1,"10 años o más","No lleva",0,1200000,0,0,"No","No",NA,"No","Comercio"
"21313",2,"1 a menos de 3 años","Otro tipo de cuentas",0,1.2e+07,0,0,"No","No",NA,"No","Comercio"
"21314",2,"10 años o más","No lleva",0,3e+07,0,0,"No","No",NA,"No","Comercio"
"21315",1,"1 a menos de 3 años","No lleva",0,8.4e+07,0,1,"No","Sí","4 MB o más","No","Comercio"
"21316",2,"10 años o más","P o G o Balance General",0,1.2e+08,0,0,"No","No",NA,"No","Comercio"
"21317",1,"1 a menos de 3 años","Libro de registro diario",0,9.6e+07,0,0,"No","No",NA,"No","Comercio"
"21318",1,"5 a menos de 10 años","Libro de registro diario",0,5e+07,0,0,"No","Sí","4 MB o más","No","Comercio"
"21319",2,"3 a menos de 5 años","Otro tipo de cuentas",0,6e+07,0,0,"No","No",NA,"No","Servicios"
"21320",1,"5 a menos de 10 años","No lleva",0,5e+06,0,0,"No","No",NA,"No","Comercio"
"21321",1,"10 años o más","No lleva",0,1.8e+07,0,0,"No","No",NA,"No","Servicios"
"21322",2,"3 a menos de 5 años","No lleva",0,4.4e+07,0,0,"No","No",NA,"No","Servicios"
"21323",2,"10 años o más","No lleva",0,1.8e+07,0,0,"No","No",NA,"No","Industria"
"21324",2,"10 años o más","No lleva",0,23520000,0,0,"No","No",NA,"No","Comercio"
"21325",1,"1 a menos de 3 años","No lleva",0,21600000,0,0,"No","No",NA,"No","Comercio"
"21326",2,"10 años o más","Libro de registro diario",0,3.6e+07,0,1,"Sí","Sí","4 MB o más","Sí","Industria"
"21327",2,"3 a menos de 5 años","Otro tipo de cuentas",0,7e+06,2,0,"No","Sí","4 MB o más","No","Industria"
"21328",3,"5 a menos de 10 años","Otro tipo de cuentas",0,2.5e+07,1,0,"No","Sí","4 MB o más","No","Industria"
"21329",3,"1 a menos de 3 años","Otro tipo de cuentas",0,2.5e+07,2,0,"No","Sí","4 MB o más","No","Industria"
"21330",8,"5 a menos de 10 años","P o G o Balance General",0,7.2e+07,1,0,"No","Sí","4 MB o más","No","Comercio"
"21331",1,"5 a menos de 10 años","Otro tipo de cuentas",0,1.3e+07,0,0,"No","No",NA,"No","Servicios"
"21332",4,"5 a menos de 10 años","No lleva",0,2.5e+07,1,0,"No","Sí","4 MB o más","No","Servicios"
"21333",3,"1 a menos de 3 años","Libro de registro diario",0,43200000,1,0,"No","Sí","Entre 2 y menos de 4 MB","No","Comercio"
"21334",6,"10 años o más","Libro de registro diario",0,9.6e+07,3,2,"Sí","Sí","Móvil 4G","Sí","Servicios"
"21335",4,"10 años o más","P o G o Balance General",1,6.5e+07,2,1,"Sí","Sí","4 MB o más","Sí","Comercio"
"21336",2,"10 años o más","Libro de registro diario",0,6e+07,0,0,"No","No",NA,"No","Servicios"
"21337",2,"5 a menos de 10 años","Libro de registro diario",0,1.8e+08,0,0,"No","No",NA,"No","Comercio"
"21338",2,"10 años o más","No lleva",0,8.4e+07,2,1,"No","Sí","4 MB o más","No","Servicios"
"21339",2,"5 a menos de 10 años","No lleva",0,14400000,0,0,"No","No",NA,"No","Servicios"
"21340",2,"10 años o más","No lleva",0,2.5e+07,2,0,"No","Sí","4 MB o más","No","Servicios"
"21341",2,"10 años o más","Otro tipo de cuentas",0,26400000,0,0,"No","No",NA,"No","Comercio"
"21342",1,"10 años o más","P o G o Balance General",0,8.4e+07,1,0,"No","Sí","4 MB o más","Sí","Comercio"
"21343",1,"10 años o más","Libro de registro diario",0,3e+08,0,2,"No","Sí","4 MB o más","No","Servicios"
"21344",1,"5 a menos de 10 años","Otro tipo de cuentas",0,1.44e+08,0,1,"No","Sí","4 MB o más","No","Comercio"
"21345",2,"5 a menos de 10 años","P o G o Balance General",0,1.2e+08,1,0,"No","Sí","4 MB o más","No","Comercio"
"21346",1,"5 a menos de 10 años","No lleva",0,14400000,0,1,"No","Sí","Menos de 2 MB","No","Servicios"
"21347",1,"3 a menos de 5 años","No lleva",0,1.8e+07,1,0,"No","No",NA,"No","Servicios"
"21348",1,"5 a menos de 10 años","No lleva",0,6e+06,0,0,"No","No",NA,"No","Industria"
"21349",1,"3 a menos de 5 años","No lleva",0,5760000,0,0,"No","No",NA,"No","Comercio"
"21350",1,"10 años o más","No lleva",0,28800000,0,0,"No","No",NA,"No","Comercio"
"21351",1,"3 a menos de 5 años","No lleva",0,2.4e+07,0,0,"No","No",NA,"No","Comercio"
"21352",2,"10 años o más","No lleva",0,2e+07,0,0,"No","No",NA,"No","Industria"
"21353",1,"3 a menos de 5 años","No lleva",0,4800000,0,0,"No","No",NA,"No","Comercio"
"21354",1,"3 a menos de 5 años","No lleva",0,5400000,0,0,"No","No",NA,"No","Comercio"
"21355",3,"5 a menos de 10 años","Otro tipo de cuentas",0,6e+07,0,0,"No","No",NA,"No","Industria"
"21356",1,"10 años o más","Otro tipo de cuentas",0,1.2e+07,0,0,"No","No",NA,"No","Comercio"
"21357",2,"10 años o más","P o G o Balance General",0,9.6e+07,3,1,"No","Sí","4 MB o más","No","Servicios"
"21358",1,"3 a menos de 5 años","No lleva",0,8e+06,4,0,"No","Sí","4 MB o más","No","Servicios"
"21359",2,"10 años o más","Libro de registro diario",1,1.6e+08,1,0,"Sí","Sí","Entre 2 y menos de 4 MB","Sí","Comercio"
"21360",2,"1 a menos de 3 años","Libro de registro diario",0,9e+06,0,1,"No","Sí","Entre 2 y menos de 4 MB","No","Comercio"
"21361",2,"3 a menos de 5 años","Libro de registro diario",0,1e+07,2,0,"Sí","Sí","4 MB o más","Sí","Servicios"
"21362",2,"10 años o más","P o G o Balance General",0,4e+07,1,0,"No","Sí","Entre 2 y menos de 4 MB","No","Comercio"
"21363",1,"10 años o más","P o G o Balance General",0,8.4e+07,1,0,"No","Sí","4 MB o más","No","Comercio"
"21364",1,"1 a menos de 3 años","Otro tipo de cuentas",0,6e+07,0,1,"No","Sí","4 MB o más","No","Comercio"
"21365",1,"5 a menos de 10 años","Otro tipo de cuentas",0,4.8e+07,0,0,"No","No",NA,"No","Comercio"
"21366",6,"10 años o más","P o G o Balance General",0,1.8e+08,2,0,"Sí","Sí","4 MB o más","Sí","Servicios"
"21367",1,"5 a menos de 10 años","No lleva",0,1.8e+07,0,1,"No","Sí","4 MB o más","No","Servicios"
"21368",2,"1 a menos de 3 años","Libro de registro diario",0,100800000,0,0,"No","No",NA,"No","Comercio"
"21369",1,"10 años o más","No lleva",0,1.2e+07,0,0,"No","No",NA,"No","Servicios"
"21370",3,"10 años o más","Otro tipo de cuentas",0,3e+07,0,0,"No","No",NA,"No","Servicios"
"21371",1,"5 a menos de 10 años","Otro tipo de cuentas",0,4e+07,1,1,"No","Sí","4 MB o más","No","Comercio"
"21372",1,"1 a menos de 3 años","No lleva",0,6e+06,0,0,"No","No",NA,"No","Servicios"
"21373",2,"1 a menos de 3 años","No lleva",0,2.4e+07,0,0,"No","No",NA,"No","Servicios"
"21374",1,"10 años o más","No lleva",0,2.4e+07,0,0,"No","No",NA,"No","Comercio"
"21375",1,"10 años o más","No lleva",0,1500000,0,0,"No","No",NA,"No","Servicios"
"21376",1,"1 a menos de 3 años","No lleva",0,3e+06,0,0,"No","No",NA,"No","Comercio"
"21377",1,"1 a menos de 3 años","No lleva",0,5e+06,0,0,"No","No",NA,"No","Comercio"
"21378",1,"10 años o más","No lleva",0,4e+06,0,0,"No","No",NA,"No","Industria"
"21379",2,"1 a menos de 3 años","No lleva",0,6e+06,0,0,"No","No",NA,"No","Industria"
"21380",1,"10 años o más","No lleva",0,1.3e+07,0,0,"No","No",NA,"No","Comercio"
"21381",1,"5 a menos de 10 años","Otro tipo de cuentas",0,1.5e+07,0,0,"No","No",NA,"No","Comercio"
"21382",1,"3 a menos de 5 años","No lleva",0,5e+06,1,0,"No","No",NA,"No","Servicios"
"21383",3,"10 años o más","Libro de registro diario",0,4.8e+08,1,0,"No","Sí","4 MB o más","No","Comercio"
"21384",8,"10 años o más","P o G o Balance General",0,204881000,0,0,"No","No",NA,"No","Industria"
"21385",1,"1 a menos de 3 años","Libro de registro diario",0,3e+07,0,1,"Sí","No",NA,"No","Comercio"
"21386",1,"1 a menos de 3 años","Otro tipo de cuentas",0,8e+07,1,0,"No","Sí","4 MB o más","No","Comercio"
"21387",1,"1 a menos de 3 años","Libro de registro diario",0,2e+07,1,0,"No","No",NA,"No","Comercio"
"21388",5,"10 años o más","P o G o Balance General",0,1.8e+08,3,1,"Sí","Sí","4 MB o más","Sí","Servicios"
"21389",3,"10 años o más","P o G o Balance General",0,9e+07,1,0,"No","Sí","4 MB o más","No","Servicios"
"21390",1,"10 años o más","No lleva",0,4.8e+07,1,0,"No","Sí","4 MB o más","No","Servicios"
"21391",1,"10 años o más","No lleva",0,2.4e+07,1,0,"No","No",NA,"No","Servicios"
"21392",2,"5 a menos de 10 años","No lleva",0,1.2e+07,0,1,"No","Sí","4 MB o más","No","Servicios"
"21393",1,"10 años o más","No lleva",0,21600000,1,1,"No","Sí","4 MB o más","No","Servicios"
"21394",2,"10 años o más","No lleva",0,2e+07,1,0,"No","Sí","4 MB o más","No","Servicios"
"21395",2,"5 a menos de 10 años","Libro de registro diario",0,6e+07,1,0,"No","No",NA,"No","Comercio"
"21396",3,"10 años o más","P o G o Balance General",0,72400000,0,0,"No","No",NA,"No","Industria"
"21397",2,"10 años o más","Otro tipo de cuentas",0,4.8e+07,0,0,"No","No",NA,"No","Comercio"
"21398",1,"10 años o más","No lleva",0,1.8e+07,0,0,"No","No",NA,"No","Comercio"
"21399",1,"10 años o más","Otro tipo de cuentas",0,1.2e+07,0,0,"No","No",NA,"No","Comercio"
"21400",1,"10 años o más","Otro tipo de cuentas",0,3e+07,0,0,"No","No",NA,"No","Comercio"
"21401",1,"10 años o más","No lleva",0,1.8e+07,0,0,"No","No",NA,"No","Comercio"
"21402",1,"10 años o más","No lleva",0,768000,0,0,"No","No",NA,"No","Servicios"
"21403",2,"10 años o más","No lleva",0,1.2e+07,0,0,"No","No",NA,"No","Comercio"
"21404",1,"10 años o más","No lleva",0,6e+06,0,0,"No","No",NA,"No","Comercio"
"21405",2,"10 años o más","No lleva",0,1.2e+08,0,0,"No","No",NA,"No","Comercio"
"21406",2,"3 a menos de 5 años","No lleva",0,21840000,0,0,"No","No",NA,"No","Servicios"
"21407",1,"10 años o más","No lleva",0,3600000,0,0,"No","No",NA,"No","Servicios"
"21408",3,"10 años o más","No lleva",0,6e+07,0,0,"No","No",NA,"No","Servicios"
"21409",1,"10 años o más","No lleva",0,7800000,0,0,"No","No",NA,"No","Comercio"
"21410",2,"10 años o más","No lleva",0,7500000,0,0,"No","No",NA,"No","Comercio"
"21411",3,"10 años o más","No lleva",0,2.4e+07,0,0,"No","No",NA,"No","Comercio"
"21412",3,"5 a menos de 10 años","P o G o Balance General",0,27600000,1,0,"No","Sí","Móvil 2G","No","Comercio"
"21413",1,"10 años o más","No lleva",0,4.8e+07,0,0,"No","No",NA,"No","Comercio"
"21414",1,"10 años o más","No lleva",0,22800000,0,0,"No","No",NA,"No","Comercio"
"21415",1,"10 años o más","No lleva",0,1.44e+08,0,0,"No","No",NA,"No","Comercio"
"21416",1,"10 años o más","No lleva",0,16800000,0,0,"No","No",NA,"No","Comercio"
"21417",2,"10 años o más","No lleva",0,1.2e+07,0,0,"No","No",NA,"No","Comercio"
"21418",1,"10 años o más","No lleva",0,9600000,0,0,"No","No",NA,"No","Comercio"
"21419",1,"10 años o más","No lleva",0,1.2e+07,0,0,"No","No",NA,"No","Comercio"
"21420",1,"10 años o más","No lleva",0,3e+06,0,0,"No","No",NA,"No","Industria"
"21421",1,"1 a menos de 3 años","No lleva",0,150000,0,0,"No","No",NA,"No","Servicios"
"21422",1,"5 a menos de 10 años","No lleva",0,1200000,0,0,"No","No",NA,"No","Servicios"
"21423",2,"10 años o más","Otro tipo de cuentas",0,15600000,0,0,"No","No",NA,"No","Industria"
"21424",3,"10 años o más","Libro de registro diario",1,9.6e+07,1,0,"Sí","Sí","4 MB o más","Sí","Servicios"
"21425",2,"10 años o más","Otro tipo de cuentas",0,9.6e+07,0,0,"No","No",NA,"No","Comercio"
"21426",1,"1 a menos de 3 años","No lleva",0,2400000,0,0,"No","No",NA,"No","Servicios"
"21427",3,"5 a menos de 10 años","Libro de registro diario",0,4.2e+07,0,0,"No","Sí","4 MB o más","No","Servicios"
"21428",5,"10 años o más","Libro de registro diario",0,4e+08,1,1,"Sí","Sí","Entre 2 y menos de 4 MB","Sí","Comercio"
"21429",1,"5 a menos de 10 años","No lleva",0,2400000,0,0,"No","No",NA,"No","Industria"
"21430",1,"3 a menos de 5 años","No lleva",0,6e+06,0,0,"No","No",NA,"No","Comercio"
"21431",1,"3 a menos de 5 años","No lleva",0,5800000,0,0,"No","No",NA,"No","Servicios"
"21432",1,"10 años o más","No lleva",0,95040000,0,0,"No","No",NA,"No","Industria"
"21433",5,"10 años o más","No lleva",0,3.36e+08,0,0,"No","No",NA,"No","Servicios"
"21434",1,"10 años o más","No lleva",0,1e+07,0,0,"No","No",NA,"No","Comercio"
"21435",1,"10 años o más","No lleva",0,6e+05,0,0,"No","No",NA,"No","Comercio"
"21436",1,"10 años o más","No lleva",0,6e+06,0,0,"No","No",NA,"No","Comercio"
"21437",1,"10 años o más","No lleva",0,1200000,0,0,"No","No",NA,"No","Comercio"
"21438",1,"10 años o más","No lleva",0,8e+06,0,0,"No","No",NA,"No","Comercio"
"21439",3,"10 años o más","Otro tipo de cuentas",0,8e+07,0,0,"No","No",NA,"No","Comercio"
"21440",1,"10 años o más","Otro tipo de cuentas",0,2.5e+07,0,0,"No","No",NA,"No","Comercio"
"21441",1,"10 años o más","No lleva",0,1.2e+07,0,0,"No","No",NA,"No","Comercio"
"21442",1,"10 años o más","No lleva",0,1.2e+07,0,0,"No","No",NA,"No","Comercio"
"21443",2,"10 años o más","No lleva",0,4.8e+07,0,0,"No","No",NA,"No","Comercio"
"21444",1,"10 años o más","No lleva",0,1.2e+07,0,0,"No","No",NA,"No","Comercio"
"21445",1,"10 años o más","No lleva",0,1.8e+07,0,0,"No","No",NA,"No","Comercio"
"21446",1,"10 años o más","No lleva",0,1.2e+07,0,0,"No","No",NA,"No","Comercio"
"21447",1,"10 años o más","No lleva",0,6e+06,0,0,"No","No",NA,"No","Comercio"
"21448",2,"10 años o más","No lleva",0,3.6e+07,0,0,"No","No",NA,"No","Servicios"
"21449",1,"1 a menos de 3 años","Otro tipo de cuentas",0,1.2e+07,0,0,"No","No",NA,"No","Comercio"
"21450",1,"10 años o más","Otro tipo de cuentas",0,6e+06,0,0,"No","No",NA,"No","Comercio"
"21451",1,"10 años o más","Otro tipo de cuentas",0,4.8e+07,0,0,"No","No",NA,"No","Comercio"
"21452",1,"1 a menos de 3 años","No lleva",0,2400000,0,0,"No","No",NA,"No","Servicios"
"21453",1,"10 años o más","No lleva",0,10800000,0,0,"No","No",NA,"No","Comercio"
"21454",2,"10 años o más","Otro tipo de cuentas",0,4e+06,0,0,"No","No",NA,"No","Comercio"
"21455",1,"5 a menos de 10 años","No lleva",0,8e+05,0,0,"No","No",NA,"No","Servicios"
"21456",2,"10 años o más","No lleva",0,23040000,0,0,"No","No",NA,"No","Servicios"
"21457",1,"10 años o más","No lleva",0,13440000,0,0,"No","No",NA,"No","Comercio"
"21458",1,"10 años o más","No lleva",0,16800000,0,0,"No","No",NA,"No","Comercio"
"21459",2,"10 años o más","No lleva",0,33600000,0,0,"No","No",NA,"No","Comercio"
"21460",1,"10 años o más","No lleva",0,10800000,0,0,"No","No",NA,"No","Comercio"
"21461",1,"10 años o más","Otro tipo de cuentas",0,16320000,0,0,"No","No",NA,"No","Comercio"
"21462",1,"10 años o más","No lleva",0,9600000,0,0,"No","No",NA,"No","Comercio"
"21463",2,"1 a menos de 3 años","Otro tipo de cuentas",0,1.2e+07,0,0,"No","No",NA,"No","Comercio"
"21464",2,"10 años o más","Otro tipo de cuentas",0,2e+07,0,0,"No","No",NA,"No","Comercio"
"21465",1,"3 a menos de 5 años","No lleva",0,3e+06,0,0,"No","No",NA,"No","Comercio"
"21466",1,"5 a menos de 10 años","No lleva",0,1.2e+07,0,0,"No","No",NA,"No","Comercio"
"21467",1,"10 años o más","Otro tipo de cuentas",0,2500000,0,0,"No","No",NA,"No","Comercio"
"21468",2,"10 años o más","No lleva",0,7e+06,0,0,"No","No",NA,"No","Comercio"
"21469",1,"10 años o más","No lleva",0,12400000,0,0,"No","No",NA,"No","Comercio"
"21470",1,"10 años o más","Otro tipo de cuentas",0,7e+07,0,0,"No","No",NA,"No","Comercio"
"21471",1,"5 a menos de 10 años","Otro tipo de cuentas",0,5e+07,0,0,"No","No",NA,"No","Comercio"
"21472",1,"10 años o más","No lleva",0,1.68e+08,0,0,"No","No",NA,"No","Comercio"
"21473",1,"3 a menos de 5 años","No lleva",0,2.7e+07,0,0,"No","No",NA,"No","Comercio"
"21474",2,"10 años o más","No lleva",0,3e+07,0,0,"No","No",NA,"No","Comercio"
"21475",2,"10 años o más","No lleva",0,32400000,0,0,"No","No",NA,"No","Comercio"
"21476",2,"10 años o más","No lleva",0,1.2e+07,0,0,"No","No",NA,"No","Comercio"
"21477",3,"10 años o más","No lleva",0,8400000,0,0,"No","No",NA,"No","Comercio"
"21478",2,"10 años o más","No lleva",0,3e+07,0,0,"No","No",NA,"No","Comercio"
"21479",1,"10 años o más","No lleva",0,1.5e+07,0,0,"No","No",NA,"No","Comercio"
"21480",1,"5 a menos de 10 años","No lleva",0,6e+06,0,0,"No","No",NA,"No","Comercio"
"21481",3,"10 años o más","No lleva",0,3.6e+08,0,0,"No","No",NA,"No","Comercio"
"21482",2,"10 años o más","No lleva",0,5e+07,0,0,"No","No",NA,"No","Comercio"
"21483",2,"10 años o más","Otro tipo de cuentas",1,1.2e+07,0,1,"No","Sí","Entre 2 y menos de 4 MB","No","Industria"
"21484",5,"1 a menos de 3 años","Libro de registro diario",0,6e+07,1,0,"No","Sí","4 MB o más","No","Comercio"
"21485",1,"10 años o más","No lleva",0,720000,0,0,"No","No",NA,"No","Servicios"
"21486",1,"10 años o más","No lleva",0,43200000,0,0,"No","No",NA,"No","Comercio"
"21487",1,"10 años o más","No lleva",0,14400000,0,0,"No","No",NA,"No","Comercio"
"21488",1,"10 años o más","No lleva",0,8640000,0,0,"No","No",NA,"No","Comercio"
"21489",1,"10 años o más","No lleva",0,2.4e+07,0,0,"No","No",NA,"No","Comercio"
"21490",1,"10 años o más","No lleva",0,86400000,0,0,"No","No",NA,"No","Comercio"
"21491",2,"10 años o más","No lleva",0,14400000,0,0,"No","No",NA,"No","Comercio"
"21492",1,"10 años o más","No lleva",0,4.8e+07,0,0,"No","No",NA,"No","Comercio"
"21493",1,"10 años o más","No lleva",0,34560000,0,0,"No","No",NA,"No","Comercio"
"21494",1,"10 años o más","Otro tipo de cuentas",0,1.5e+07,0,0,"No","No",NA,"No","Comercio"
"21495",1,"10 años o más","Otro tipo de cuentas",0,1800000,0,0,"No","No",NA,"No","Comercio"
"21496",2,"10 años o más","Otro tipo de cuentas",0,4.5e+07,0,0,"No","No",NA,"No","Industria"
"21497",1,"10 años o más","Otro tipo de cuentas",0,1600000,0,0,"No","No",NA,"No","Industria"
"21498",1,"10 años o más","Otro tipo de cuentas",0,2e+06,0,0,"No","No",NA,"No","Comercio"
